trp_knight_8_2|Knyaz Bryachislav Vasilkovich{***}
trp_knight_8_2_pl|Bryachislav Vasilkovich{***}
trp_knight_8_3|Knyaz Svyatoslav Mstislavich{***}
trp_knight_8_3_pl|Svyatoslav Mstislavich{***}
trp_knight_8_4|Knyaz Yuriy Igorevich{***}
trp_knight_8_4_pl|Yuriy Igorevich{***}
trp_knight_8_5|Knyaz Mstislav Glebovich{***}
trp_knight_8_5_pl|Mstislav Glebovich{***}
trp_knight_9_1|Prince Edward Longshanks{***}
trp_knight_9_1_pl|Edward Longshanks{***}
trp_knight_9_2|Sir William de Valence, Earl of Wexford and Pembroke{***}
trp_knight_9_2_pl|William de Valence{***}
trp_knight_9_3|Lord High Steward Simon V de Montfort, Earl of Leicester{***}
trp_knight_9_3_pl|Simon de Montfort{***}
trp_knight_9_4|Count Peter II of Savoy, Earl of Richmond{***}
trp_knight_9_4_pl|Peter II of Savoy{***}
trp_knight_9_5|Sir Richard de Clare, Earl of Hertford and Gloucester{***}
trp_knight_9_5_pl|Richard de Clare{***}
trp_knight_9_6|Baron Roger Mortimer{***}
trp_knight_9_6_pl|Roger Mortimer{***}
trp_knight_9_7|Prince Bishop Walter of Durham{***}
trp_knight_9_7_pl|Walter of Durham{***}
trp_knight_9_8|Lord Marshal Roger Bigod, Earl of Norfolk{***}
trp_knight_9_8_pl|Roger Bigod{***}
trp_knight_9_9|Archbishop Boniface of Canterbury{***}
trp_knight_9_9_pl|Boniface of Canterbury{***}
trp_knight_9_10|Sir John de Warenne, Earl of Surrey{***}
trp_knight_9_10_pl|John de Warenne{***}
trp_knight_9_11|Sir William Maudit, Earl of Warick{***}
trp_knight_9_11_pl|William Maudit{***}
trp_knight_9_12|Sir Baldwin de Redvers, Earl of Devon and Lord of the Isle{***}
trp_knight_9_12_pl|Baldwin de Redvers{***}
trp_knight_9_13|Sir Roger de Northwode, Warden of the Cinque Ports{***}
trp_knight_9_13_pl|Roger de Northwode{***}
trp_knight_9_14|Lord High Constable Humphrey de Bohun, Earl of Hereford and Essex{***}
trp_knight_9_14_pl|Humphrey de Bohun{***}
trp_knight_9_15|Sir Edmund de Lacy, Earl of Lincoln and Baron of Halton{***}
trp_knight_9_15_pl|Edmund de Lacy{***}
trp_knight_9_16|Sir Hugh de Vere, Earl of Oxford{***}
trp_knight_9_16_pl|Hugh de Vere{***}
trp_knight_9_17|Sir John FitzAlan, Earl of Arundel{***}
trp_knight_9_17_pl|John FitzAlan{***}
trp_knight_9_18|Archbishop Sewal of York{***}
trp_knight_9_18_pl|Sewal{***}
trp_knight_9_19|Prince Henry of Almain{***}
trp_knight_9_19_pl|Henry of Almain{***}
trp_knight_9_20|Secretary Sir John Maunsell{***}
trp_knight_9_20_pl|John Maunsell{***}
trp_knight_10_1|Alphonse de Poitiers, comte de Poitiers, de Saintonge et de Toulouse{***}
trp_knight_10_1_pl|Alphonse de Poitiers{***}
trp_knight_10_2|Charles Ier d'Anjou, Comte d’Anjou du Maine, de Provence et de Forcalquier{***}
trp_knight_10_2_pl|Charles Ier d'Anjou{***}
trp_knight_10_3|Jean Ier le Roux, Duc de Bretagne{***}
trp_knight_10_3_pl|Jean Ier le Roux{***}
trp_knight_10_4|Hugues XII de Lusignan, sire de Lusignan, comte de la Marche et d’Angoulême{***}
trp_knight_10_4_pl|Hugues XII de Lusignan{***}
trp_knight_10_5|Robert V, comte d'Auvergne{***}
trp_knight_10_5_pl|Robert V{***}
trp_knight_10_6|Robert IVn Comte de Dreux and de Braine{***}
trp_knight_10_6_pl|Robert IVn{***}
trp_knight_10_7|Robert II, Comte d'Artois{***}
trp_knight_10_7_pl|Robert II{***}
trp_knight_10_8|Hugues IV, duc de Bourgogne{***}
trp_knight_10_8_pl|Hugues IV{***}
trp_knight_10_9|Eudes de Bourgogne, comte de Nevers, d'Auxerre et de Tonnerre{***}
trp_knight_10_9_pl|Eudes de Bourgogne{***}
trp_knight_10_10|Jean de Bourgogne, sire de Bourbon et comte de Charollais{***}
trp_knight_10_10_pl|Jean de Bourgogne{***}
trp_knight_10_11|Guigues VII de Bourgogne, dauphin de Viennois, comte d'Albon, de Grenoble, d'Oisans, de Brianson, d'Embrun et de Gap{***}
trp_knight_10_11_pl|Guigues VII de Bourgogne{***}
trp_knight_10_12|Guigues V, comte de Forez{***}
trp_knight_10_12_pl|Guigues V{***}
trp_knight_10_13|Gui III, comte de Saint-Pol{***}
trp_knight_10_13_pl|Gui III{***}
trp_knight_10_14|Jean de Nesle, seigneur de Falvy et de La Herelle{***}
trp_knight_10_14_pl|Jean de Nesle{***}
trp_knight_10_15|Jean de Châtillon, comte de Blois et de Chartres{***}
trp_knight_10_15_pl|Jean de Châtillon{***}
trp_knight_10_16|Louis Ier, comte de Sancerre{***}
trp_knight_10_16_pl|Louis Ier{***}
trp_knight_10_17|Alain VI, vicomte de Rohan {***}
trp_knight_10_17_pl|Alain VI{***}
trp_knight_10_18|Olivier Ier de Clisson{***}
trp_knight_10_18_pl|Olivier Ier de Clisson{***}
trp_knight_10_19|Olivier II de Clisson{***}
trp_knight_10_19_pl|Olivier II de Clisson{***}
trp_knight_10_20|Hugues IV de Millau, comte de Rodez, vicomte de Carlat, de Creyssel et seigneur de Scorailles{***}
trp_knight_10_20_pl|Hugues IV de Millau{***}
trp_knight_11_1|Magnús Konungr Hákonarson{***}
trp_knight_11_1_pl|Magnús Hákonarson{***}
trp_knight_11_2|Knutr Jarl Hákonarson{***}
trp_knight_11_2_pl|Knutr Hákonarson{***}
trp_knight_11_3|Gautr Jonsson{***}
trp_knight_11_3_pl|Gautr Jonsson{***}
trp_knight_11_4|Ogmundr Krækidanz{***}
trp_knight_11_4_pl|Ogmundr Krækidanz{***}
trp_knight_11_5|Bryniolfr Jonsson{***}
trp_knight_11_5_pl|Bryniolfr Jonsson{***}
trp_knight_11_6|Loþinn Gunnason{***}
trp_knight_11_6_pl|Loþinn Gunnason{***}
trp_knight_11_7|Gunnarr Konungfrændi{***}
trp_knight_11_7_pl|Gunnarr Konungfrændi{***}
trp_knight_11_8|Jon Drottning{***}
trp_knight_11_8_pl|Jon Drottning{***}
trp_knight_11_9|Gizurr þorvaldsson{***}
trp_knight_11_9_pl|Gizurr þorvaldsson{***}
trp_knight_11_10|Munan Byskupsson{***}
trp_knight_11_10_pl|Munan Byskupsson{***}
trp_knight_11_11|Sigurðr Byskupsson{***}
trp_knight_11_11_pl|Sigurðr Byskupsson{***}
trp_knight_11_12|Bárðr i Hestbæ{***}
trp_knight_11_12_pl|Bárðr i Hestbæ{***}
trp_knight_11_13|Arnbiórn Poki{***}
trp_knight_11_13_pl|Arnbiórn Poki{***}
trp_knight_11_14|Aslakr Guss{***}
trp_knight_11_14_pl|Aslakr Guss{***}
trp_knight_11_15|Biarni Moysesson{***}
trp_knight_11_15_pl|Biarni Moysesson{***}
trp_knight_11_16|Magnús Konungr Ólafsson{***}
trp_knight_11_16_pl|Magnús Ólafsson{***}
trp_knight_11_17|Dubhghall Konungr mac Ruaidhri{***}
trp_knight_11_17_pl|Dubhghall mac Ruaidhri{***}
trp_knight_11_18|Erlingr Álfsson{***}
trp_knight_11_18_pl|Erlingr Álfsson{***}
trp_knight_11_19|Loðinn Leppur{***}
trp_knight_11_19_pl|Loðinn Leppur{***}
trp_knight_11_20|Páll Gæs{***}
trp_knight_11_20_pl|Páll Gæs{***}
trp_knight_12_1|Ailean Durward, Justiciar of Scotia{***}
trp_knight_12_1_pl|Ailean Durward{***}
trp_knight_12_2|Walter Comyn, Lord of Badenoch and Earl of Menteith{***}
trp_knight_12_2_pl|Walter Comyn{***}
trp_knight_12_3|Maol Choluim II mac Duibh, Mormaer of Fife{***}
trp_knight_12_3_pl|Maol Choluim II mac Duibh{***}
trp_knight_12_4|Maol Choluim I, Mormaer of Lennox{***}
trp_knight_12_4_pl|Maol Choluim I{***}
trp_knight_12_5|Uilleam mac Dhonnchaidh, Mormaer of Mar{***}
trp_knight_12_5_pl|Uilleam mac Dhonnchaidh{***}
trp_knight_12_6|Maol Iosa II, Mormaer of Strathearn{***}
trp_knight_12_6_pl|Maol Iosa II{***}
trp_knight_12_7|Alaxandair Stewart, High Steward of Scotland{***}
trp_knight_12_7_pl|Alaxandair Stewart{***}
trp_knight_12_8|William Longleg, Lord of Douglas{***}
trp_knight_12_8_pl|William Longleg{***}
trp_knight_12_9|Uilleam I mac Ferchar, Mormaer of Ross{***}
trp_knight_12_9_pl|Uilleam I mac Ferchar{***}
trp_knight_12_10|Patrick III, Earl of Dunbar{***}
trp_knight_12_10_pl|Patrick III{***}
trp_knight_13_1|Finghen mac Carthaigh, King of Desmond{***}
trp_knight_13_1_pl|Finghen mac Carthaigh{***}
trp_knight_13_2|Conchobar Na Suidaine mac Donnchada, King of Thomond{***}
trp_knight_13_2_pl|Conchobar Na Suidaine mac Donnchada{***}
trp_knight_13_3|Tadhg O'Brien, Prince of Thomond{***}
trp_knight_13_3_pl|Tadhg O'Brien{***}
trp_knight_13_4|Muirchertach mac Mael Morda, King of Ui Failghe{***}
trp_knight_13_4_pl|Muirchertach mac Mael Morda{***}
trp_knight_13_5|Aedh O'Connor, King of Connacht{***}
trp_knight_13_5_pl|Aedh O'Connor{***}
trp_knight_13_6|Goffraidh O'Donaill, King of Tyrconnell{***}
trp_knight_13_6_pl|Goffraidh O'Donaill{***}
trp_knight_13_7|Domnall mac Annaid, King of East Breifne{***}
trp_knight_13_7_pl|Domnall mac Annaid{***}
trp_knight_13_8|Amlaib O'Ruairc, King of West Breifne{***}
trp_knight_13_8_pl|Amlaib O'Ruairc{***}
trp_knight_13_9|Magnus O'Cahan, Prince of Limavady{***}
trp_knight_13_9_pl|Magnus O'Cahan{***}
trp_knight_13_10|Diarmaid galloglaigh mac Lochlainn, Lord of Inishowen{***}
trp_knight_13_10_pl|Diarmaid galloglaigh mac Lochlainn{***}
trp_knight_14_1|Konung Valdemar Birgersson{***}
trp_knight_14_1_pl|Valdemar Birgersson{***}
trp_knight_14_2|Magnus Birgersson{***}
trp_knight_14_2_pl|Magnus Birgersson{***}
trp_knight_14_3|Johan Filipsson{***}
trp_knight_14_3_pl|Johan Filipsson{***}
trp_knight_14_4|Johan Karlsson{***}
trp_knight_14_4_pl|Johan Karlsson{***}
trp_knight_14_5|Birger Filipsson{***}
trp_knight_14_5_pl|Birger Filipsson{***}
trp_knight_14_6|Björn Näf{***}
trp_knight_14_6_pl|Björn Näf{***}
trp_knight_14_7|Karl Tjälfvesson{***}
trp_knight_14_7_pl|Karl Tjälfvesson{***}
trp_knight_14_8|Magnus Bengtsson{***}
trp_knight_14_8_pl|Magnus Bengtsson{***}
trp_knight_14_9|Karl Ulfsson{***}
trp_knight_14_9_pl|Karl Ulfsson{***}
trp_knight_14_10|Karl Ingeborgasson{***}
trp_knight_14_10_pl|Karl Ingeborgasson{***}
trp_knight_14_11|Israel Andersson{***}
trp_knight_14_11_pl|Israel Andersson{***}
trp_knight_14_12|Andreas Adreae{***}
trp_knight_14_12_pl|Andreas Adreae{***}
trp_knight_14_13|Algot Brunolfsson{***}
trp_knight_14_13_pl|Algot Brunolfsson{***}
trp_knight_14_14|Folke Algotsson{***}
trp_knight_14_14_pl|Folke Algotsson{***}
trp_knight_14_15|Johan Ängel{***}
trp_knight_14_15_pl|Johan Ängel{***}
trp_knight_15_1|Knyaz Volodimir Ivan Vasilkovich{***}
trp_knight_15_1_pl|Volodimir Ivan Vasilkovich{***}
trp_knight_15_2|Knyaz Vasylko Romanovich{***}
trp_knight_15_2_pl|Vasylko Romanovich{***}
trp_knight_15_3|Knyaz Lev Danylovich{***}
trp_knight_15_3_pl|Lev Danylovich{***}
trp_knight_15_4|Knyaz Roman Danylovich{***}
trp_knight_15_4_pl|Roman Danylovich{***}
trp_knight_15_5|Knyaz Mstislav Danylovich{***}
trp_knight_15_5_pl|Mstislav Danylovich{***}
trp_knight_15_6|Knyaz Svarn Danylovich{***}
trp_knight_15_6_pl|Svarn Danylovich{***}
trp_knight_15_7|Knyaz Bryachislav Vasilkovich  {***}
trp_knight_15_7_pl|Bryachislav Vasilkovich  {***}
trp_knight_15_8|Knyaz Gleb Mstislavich{***}
trp_knight_15_8_pl|Gleb Mstislavich{***}
trp_knight_15_9|Knyaz Roman Vsevolodovich{***}
trp_knight_15_9_pl|Roman Vsevolodovich{***}
trp_knight_15_10|Knyaz Andrey Vsevolodovich{***}
trp_knight_15_10_pl|Andrey Vsevolodovich{***}
trp_knight_16_1|Paio Peres Correia, Grandmaster of the Order of Santiago{***}
trp_knight_16_1_pl|Paio Peres Correia{***}
trp_knight_16_2|Dom Mendo Alano de Bragança{***}
trp_knight_16_2_pl|Mendo Alano de Bragança{***}
trp_knight_16_3|Don Vaasco{***}
trp_knight_16_3_pl|Vaasco{***}
trp_knight_16_4|Don Meen{***}
trp_knight_16_4_pl|Meen{***}
trp_knight_16_5|Don Vermuu{***}
trp_knight_16_5_pl|Vermuu{***}
trp_knight_16_6|Don Gonsaluu{***}
trp_knight_16_6_pl|Gonsaluu{***}
trp_knight_16_7|Don Martio{***}
trp_knight_16_7_pl|Martio{***}
trp_knight_16_8|Don Martim{***}
trp_knight_16_8_pl|Martim{***}
trp_knight_16_9|Don Stepham{***}
trp_knight_16_9_pl|Stepham{***}
trp_knight_16_10|Don Iohannes{***}
trp_knight_16_10_pl|Iohannes{***}
trp_knight_16_11|Don Menendus{***}
trp_knight_16_11_pl|Menendus{***}
trp_knight_16_12|Don Sanchez{***}
trp_knight_16_12_pl|Sanchez{***}
trp_knight_16_13|Don Sancho{***}
trp_knight_16_13_pl|Sancho{***}
trp_knight_16_14|Don Laurencius{***}
trp_knight_16_14_pl|Laurencius{***}
trp_knight_16_15|Don Fernãdiç{***}
trp_knight_16_15_pl|Fernãdiç{***}
trp_knight_17_1|Archbishop Arnau de Peralta{***}
trp_knight_17_1_pl|Arnau de Peralta{***}
trp_knight_17_2|Seneschal Pere Ramon de Montcada{***}
trp_knight_17_2_pl|Pere Ramon de Montcada{***}
trp_knight_17_3|Count Álvar d'Urgell{***}
trp_knight_17_3_pl|Álvar d'Urgell{***}
trp_knight_17_4|Count Pons d'Empúries{***}
trp_knight_17_4_pl|Pons d'Empúries{***}
trp_knight_17_5|Count Arnau Roger de Pallars{***}
trp_knight_17_5_pl|Arnau Roger de Pallars{***}
trp_knight_17_6|Don Lope Ferrench de Luna {***}
trp_knight_17_6_pl|Lope Ferrench de Luna {***}
trp_knight_17_7|Don Pero Cornel{***}
trp_knight_17_7_pl|Pero Cornel{***}
trp_knight_17_8|Viscount Gaston de Montcada{***}
trp_knight_17_8_pl|Gaston de Montcada{***}
trp_knight_17_9|Don Jaume de Montagut{***}
trp_knight_17_9_pl|Jaume de Montagut{***}
trp_knight_17_10|Don Berenguer d'Entensa{***}
trp_knight_17_10_pl|Berenguer d'Entensa{***}
trp_knight_17_11|Count Artal de Luna{***}
trp_knight_17_11_pl|Artal de Luna{***}
trp_knight_17_12|Infant Pere{***}
trp_knight_17_12_pl|Infant Pere{***}
trp_knight_17_13|Don Álvar Perez de Azagra{***}
trp_knight_17_13_pl|Álvar Perez de Azagra{***}
trp_knight_17_14|Viscount Ramon Folch de Cardona{***}
trp_knight_17_14_pl|Ramon Folch de Cardona{***}
trp_knight_17_15|Baron Berenguer d'Entensa{***}
trp_knight_17_15_pl|Berenguer d'Entensa{***}
trp_knight_18_1|Infante Felipe de Castilla{***}
trp_knight_18_1_pl|Infante Felipe de Castilla{***}
trp_knight_18_2|Don Fernando Gutierrez de Castro{***}
trp_knight_18_2_pl|Fernando Gutierrez de Castro{***}
trp_knight_18_3|Don Lope Diaz de Haro{***}
trp_knight_18_3_pl|Lope Diaz de Haro{***}
trp_knight_18_4|Infante Fernando de la Cerda{***}
trp_knight_18_4_pl|Fernando de la Cerda{***}
trp_knight_18_5|Don Nuno Gonzalez de Lara{***}
trp_knight_18_5_pl|Nuno Gonzalez de Lara{***}
trp_knight_18_6|Don Pedro Núñez de Guzmán{***}
trp_knight_18_6_pl|Pedro Núñez de Guzmán{***}
trp_knight_18_7|Infante Fadrique{***}
trp_knight_18_7_pl|Fadrique{***}
trp_knight_18_8|Don Ramón de Bonifaz{***}
trp_knight_18_8_pl|Ramón de Bonifaz{***}
trp_knight_18_9|Don Andreu{***}
trp_knight_18_9_pl|Andreu{***}
trp_knight_18_10|Don Bartomeu{***}
trp_knight_18_10_pl|Bartomeu{***}
trp_knight_18_11|Don Calvet{***}
trp_knight_18_11_pl|Calvet{***}
trp_knight_18_12|Don Domenech{***}
trp_knight_18_12_pl|Domenech{***}
trp_knight_18_13|Don Francesc{***}
trp_knight_18_13_pl|Francesc{***}
trp_knight_18_14|Don Gausfred{***}
trp_knight_18_14_pl|Gausfred{***}
trp_knight_18_15|Don Jeroni{***}
trp_knight_18_15_pl|Jeroni{***}
trp_knight_20_1|Amir Mohammed Al-Faqih{***}
trp_knight_20_1_pl|Mohammed Al-Faqih{***}
trp_knight_20_2|Amir Yusuf Ibn Nasr{***}
trp_knight_20_2_pl|Yusuf Ibn Nasr{***}
trp_knight_20_3|Amir Faraj Ibn Nasr{***}
trp_knight_20_3_pl|Faraj Ibn Nasr{***}
trp_knight_20_4|Amir Isma'il Ibn Nasr{***}
trp_knight_20_4_pl|Isma'il Ibn Nasr{***}
trp_knight_20_5|Amir Ali Ibn Ashqilula{***}
trp_knight_20_5_pl|Ali Ibn Ashqilula{***}
trp_knight_20_6|Amir Ibrahim Ibn Ashqilula{***}
trp_knight_20_6_pl|Ibrahim Ibn Ashqilula{***}
trp_knight_20_7|Amir Nasr Ibn Mohammed{***}
trp_knight_20_7_pl|Nasr Ibn Mohammed{***}
trp_knight_20_8|Amir Yusuf Ibn Mohammed{***}
trp_knight_20_8_pl|Yusuf Ibn Mohammed{***}
trp_knight_20_9|Amir Faraj Ibn Mohammed{***}
trp_knight_20_9_pl|Faraj Ibn Mohammed{***}
trp_knight_20_10|Amir Abu Said Faraj{***}
trp_knight_20_10_pl|Abu Said Faraj{***}
trp_knight_20_11|Amir Abdu'llah{***}
trp_knight_20_11_pl|Abdu'llah{***}
trp_knight_20_12|Amir Hammad{***}
trp_knight_20_12_pl|Hammad{***}
trp_knight_20_13|Amir Mansur{***}
trp_knight_20_13_pl|Mansur{***}
trp_knight_20_14|Amir Umar{***}
trp_knight_20_14_pl|Umar{***}
trp_knight_20_15|Amir Attiyah{***}
trp_knight_20_15_pl|Attiyah{***}
trp_knight_20_16|Amir Darras{***}
trp_knight_20_16_pl|Darras{***}
trp_knight_20_17|Amir Jahhaf{***}
trp_knight_20_17_pl|Jahhaf{***}
trp_knight_20_18|Amir Muhammad{***}
trp_knight_20_18_pl|Muhammad{***}
trp_knight_20_19|Amir Wasim{***}
trp_knight_20_19_pl|Wasim{***}
trp_knight_20_20|Amir Rashid{***}
trp_knight_20_20_pl|Abu Rashid{***}
trp_knight_22_1|Michael II Komnenos Doukas, Despot of Epirus{***}
trp_knight_22_1_pl|Michael II Komnenos Doukas{***}
trp_knight_22_2|Strategos Michail Palaeologos{***}
trp_knight_22_2_pl|Michail Palaeologos{***}
trp_knight_22_3|Strategos Georgios Muzalon{***}
trp_knight_22_3_pl|Georgios Muzalon{***}
trp_knight_22_4|Ioannis Doukas{***}
trp_knight_22_4_pl|Strategos Ioannis Doukas{***}
trp_knight_22_5|Strategos Alexios Strategopoulos{***}
trp_knight_22_5_pl|Alexios Strategopoulos{***}
trp_knight_22_6|Strategos Georgios Eirinikos{***}
trp_knight_22_6_pl|Georgios Eirinikos{***}
trp_knight_22_7|Strategos Georgios Akropolitis{***}
trp_knight_22_7_pl|Georgios Akropolitis{***}
trp_knight_22_8|Strategos Nikolaos Vatatzes{***}
trp_knight_22_8_pl|Nikolaos Vatatzes{***}
trp_knight_22_9|Strategos Nikiforos Blemmydes{***}
trp_knight_22_9_pl|Nikiforos Blemmydes{***}
trp_knight_22_10|Strategos Georgios Metochites{***}
trp_knight_22_10_pl|Georgios Metochites{***}
trp_knight_22_11|Strategos Ioannis Maniaces{***}
trp_knight_22_11_pl|Ioannis Maniaces{***}
trp_knight_22_12|Strategos Theodoros Psellos{***}
trp_knight_22_12_pl|Theodoros Psellos{***}
trp_knight_22_13|Strategos Ioannes Philanthropenos{***}
trp_knight_22_13_pl|Ioannes Philanthropenos{***}
trp_knight_22_14|Strategos Georgios Agallon{***}
trp_knight_22_14_pl|Georgios Agallon{***}
trp_knight_22_15|Strategos Nikolaos Aprinos{***}
trp_knight_22_15_pl|Nikolaos Aprinos{***}
trp_knight_23_1|Guillaume de Chateauneuf, Grandmaster of the Knights Hospitaller{***}
trp_knight_23_1_pl|Guillaume de Chateauneuf{***}
trp_knight_23_2|Thomas Bérard, Grandmaster of the Knights Templar{***}
trp_knight_23_2_pl|Thomas Bérard{***}
trp_knight_23_3|Bohemond VI of Antioch{***}
trp_knight_23_3_pl|Bohemond VI{***}
trp_knight_23_4|Hugues II de Lusignan, King of Cyprus{***}
trp_knight_23_4_pl|Hugues II de Lusignan{***}
trp_knight_23_5|John d'Aleman, Lord of Caesarea{***}
trp_knight_23_5_pl|John d'Aleman{***}
trp_knight_23_6|Anno von Sangerhausen, Grandmaster of the Teutonic Order{***}
trp_knight_23_6_pl|Anno von Sangerhausen{***}
trp_knight_23_7|Baldwin of Ibelin, Seneschal of Cyprus{***}
trp_knight_23_7_pl|Baldwin of Ibelin{***}
trp_knight_23_8|Geoffrey de Sargines, Marechal de Jerusalem{***}
trp_knight_23_8_pl|Geoffrey de Sargines{***}
trp_knight_23_9|Leon II of Cilicia{***}
trp_knight_23_9_pl|Leon II of Cilicia{***}
trp_knight_23_10|Thoros of Cilicia{***}
trp_knight_23_10_pl|Thoros of Cilicia{***}
trp_knight_23_11|Gilles d'Estrain{***}
trp_knight_23_11_pl|Gilles d'Estrain{***}
trp_knight_23_12|Guy II Embriaco of Gibelet, Lord of Gibelet{***}
trp_knight_23_12_pl|Guy II Embriaco of Gibelet{***}
trp_knight_23_13|Philip de Montfort, Lord of Tyre{***}
trp_knight_23_13_pl|Philip de Montfort{***}
trp_knight_23_14|Julian Grenier, Count of Sidon{***}
trp_knight_23_14_pl|Julian Grenier{***}
trp_knight_23_15|Simon Mancel, Constable of Antioch{***}
trp_knight_23_15_pl|Simon Mancel{***}
trp_knight_24_1|Provenzano Salvani{***}
trp_knight_24_1_pl|Provenzano Salvani{***}
trp_knight_24_2|Farinata degli Uberti{***}
trp_knight_24_2_pl|Farinata degli Uberti{***}
trp_knight_24_3|Guido da Montefeltro{***}
trp_knight_24_3_pl|Guido da Montefeltro{***}
trp_knight_24_4|Mastino della Scala{***}
trp_knight_24_4_pl|Mastino della Scala{***}
trp_knight_24_5|Ottone Visconti{***}
trp_knight_24_5_pl|Ottone Visconti{***}
trp_knight_24_6|Aretino{***}
trp_knight_24_6_pl|Aretino{***}
trp_knight_24_7|Aringo{***}
trp_knight_24_7_pl|Aringo{***}
trp_knight_24_8|Aronne{***}
trp_knight_24_8_pl|Aronne{***}
trp_knight_24_9|Benicio{***}
trp_knight_24_9_pl|Benicio{***}
trp_knight_24_10|Bivigliano{***}
trp_knight_24_10_pl|Bivigliano{***}
trp_knight_24_11|Calderino{***}
trp_knight_24_11_pl|Calderino{***}
trp_knight_24_12|Dego{***}
trp_knight_24_12_pl|Dego{***}
trp_knight_24_13|Biligiardo{***}
trp_knight_24_13_pl|Biligiardo{***}
trp_knight_24_14|Caroccio{***}
trp_knight_24_14_pl|Caroccio{***}
trp_knight_24_15|Elvio{***}
trp_knight_24_15_pl|Elvio{***}
trp_knight_25_1|Amiir Al-Mansur Ali{***}
trp_knight_25_1_pl|Al-Mansur Ali{***}
trp_knight_25_2|Vice-Sultan Saif ad-Din Qutuz{***}
trp_knight_25_2_pl|Saif ad-Din Qutuz{***}
trp_knight_25_3|Amiir Faris ad-Din Aktai al-Mostareb{***}
trp_knight_25_3_pl|Faris ad-Din Aktai al-Mostareb{***}
trp_knight_25_4|Amiir Aghizluu{***}
trp_knight_25_4_pl|Aghizluu{***}
trp_knight_25_5|Amiir Alaabughaa{***}
trp_knight_25_5_pl|Alaabughaa{***}
trp_knight_25_6|Amiir Altamur{***}
trp_knight_25_6_pl|Altamur{***}
trp_knight_25_7|Amiir Anuuk{***}
trp_knight_25_7_pl|Anuuk{***}
trp_knight_25_8|Amiir Aqbughaa{***}
trp_knight_25_8_pl|Aqbughaa{***}
trp_knight_25_9|Amiir Aqtamur{***}
trp_knight_25_9_pl|Aqtamur{***}
trp_knight_25_10|Amiir Baktamur{***}
trp_knight_25_10_pl|Baktamur{***}
trp_knight_25_11|Amiir Balabaan{***}
trp_knight_25_11_pl|Balabaan{***}
trp_knight_25_12|Amiir Baltaa{***}
trp_knight_25_12_pl|Baltaa{***}
trp_knight_25_13|Amiir Barsbughaa{***}
trp_knight_25_13_pl|Barsbughaa{***}
trp_knight_25_14|Amiir Baybujaa{***}
trp_knight_25_14_pl|Baybujaa{***}
trp_knight_25_15|Amiir Baydamur{***}
trp_knight_25_15_pl|Baydamur{***}
trp_knight_25_16|Amiir Biiliik{***}
trp_knight_25_16_pl|Biiliik{***}
trp_knight_25_17|Amiir Duqmaaq{***}
trp_knight_25_17_pl|Duqmaaq{***}
trp_knight_25_18|Amiir Ishiqtamur{***}
trp_knight_25_18_pl|Ishiqtamur{***}
trp_knight_25_19|Amiir Iyaas{***}
trp_knight_25_19_pl|Iyaas{***}
trp_knight_25_20|Amiir Iyaaz{***}
trp_knight_25_20_pl|Iyaaz{***}
trp_knight_25_21|Amiir Jaqmaq{***}
trp_knight_25_21_pl|Jaqmaq{***}
trp_knight_25_22|Amiir Jaavlii{***}
trp_knight_25_22_pl|Jaavlii{***}
trp_knight_25_23|Amiir Julbaan{***}
trp_knight_25_23_pl|Julbaan{***}
trp_knight_25_24|Amiir Jumaq{***}
trp_knight_25_24_pl|Jumaq{***}
trp_knight_25_25|Amiir Juubaan{***}
trp_knight_25_25_pl|Juubaan{***}
trp_knight_26_1|Philip of Toucy{***}
trp_knight_26_1_pl|Philip of Toucy{***}
trp_knight_26_2|Guy I de la Roche, Lord of Athens{***}
trp_knight_26_2_pl|Guy I de la Roche{***}
trp_knight_26_3|Guillaume de Villehardouin, Prince of Achaea{***}
trp_knight_26_3_pl|Guillaume de Villehardouin{***}
trp_knight_26_4|Ubertino Pallavicini, Margrave of Bodonitsa{***}
trp_knight_26_4_pl|Ubertino Pallavicini{***}
trp_knight_26_5|Erard de Nully, Baron of Passava{***}
trp_knight_26_5_pl|Erard de Nully{***}
trp_knight_26_6|Gauthier de Rosieres, Baron of Matagrifon{***}
trp_knight_26_6_pl|Gauthier de Rosieres{***}
trp_knight_26_7|Othon de Tournay, Baron of Kalavryta{***}
trp_knight_26_7_pl|Othon de Tournay{***}
trp_knight_26_8|Geoffroy de Bruyeres, Baron of Karytaina{***}
trp_knight_26_8_pl|Geoffroy de Bruyeres{***}
trp_knight_26_9|Prince Guillaume on Vilain d'Aunoy, Marshal of Romania{***}
